code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	manufacturing_places	manufacturing_places_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	countries	ingredients_text	allergens	allergens_tags	traces	traces_tags	serving_size	serving_quantity	no_nutriments	additives_n	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	nutriscore_score	nutriscore_grade	nova_group	pnns_groups_1	pnns_groups_2	states	brand_owner	main_category	image_url	image_small_url	image_front_url	image_front_small_url	image_ingredients_url	image_ingredients_small_url	image_nutrition_url	image_nutrition_small_url	energy-kj_100g	energy-kcal_100g	energy_100g	energy-from-fat_100g	fat_100g	saturated-fat_100g	-butyric-acid_100g	-caproic-acid_100g	-caprylic-acid_100g	-capric-acid_100g	-lauric-acid_100g	-myristic-acid_100g	-palmitic-acid_100g	-stearic-acid_100g	-arachidic-acid_100g	-behenic-acid_100g	-lignoceric-acid_100g	-cerotic-acid_100g	-montanic-acid_100g	-melissic-acid_100g	monounsaturated-fat_100g	polyunsaturated-fat_100g	omega-3-fat_100g	-alpha-linolenic-acid_100g	-eicosapentaenoic-acid_100g	-docosahexaenoic-acid_100g	omega-6-fat_100g	-linoleic-acid_100g	-arachidonic-acid_100g	-gamma-linolenic-acid_100g	-dihomo-gamma-linolenic-acid_100g	omega-9-fat_100g	-oleic-acid_100g	-elaidic-acid_100g	-gondoic-acid_100g	-mead-acid_100g	-erucic-acid_100g	-nervonic-acid_100g	trans-fat_100g	cholesterol_100g	carbohydrates_100g	sugars_100g	-sucrose_100g	-glucose_100g	-fructose_100g	-lactose_100g	-maltose_100g	-maltodextrins_100g	starch_100g	polyols_100g	fiber_100g	-soluble-fiber_100g	-insoluble-fiber_100g	proteins_100g	casein_100g	serum-proteins_100g	nucleotides_100g	salt_100g	sodium_100g	alcohol_100g	vitamin-a_100g	beta-carotene_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	folates_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	caffeine_100g	taurine_100g	ph_100g	fruits-vegetables-nuts_100g	fruits-vegetables-nuts-dried_100g	fruits-vegetables-nuts-estimate_100g	collagen-meat-protein-ratio_100g	cocoa_100g	chlorophyl_100g	carbon-footprint_100g	carbon-footprint-from-meat-or-fish_100g	nutrition-score-fr_100g	nutrition-score-uk_100g	glycemic-index_100g	water-hardness_100g	choline_100g	phylloquinone_100g	beta-glucan_100g	inositol_100g	carnitine_100g
7501011123588	https://world.openfoodfacts.org/product/7501011123588	kiliweb	1548715053	1583397712	Doritos		62 gr	bolsa	bolsa	sabritas	sabritas	Snacks	en:snacks											mexico	oxxo	France,Mexique,Espagne				en:gluten,en:milk,en:soybeans	en:gluten,en:milk,en:soybeans	30 g	30										11	d		unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-to-be-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:snacks	https://static.openfoodfacts.org/images/products/750/101/112/3588/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/750/101/112/3588/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/750/101/112/3588/front_fr.4.400.jpg	https://static.openfoodfacts.org/images/products/750/101/112/3588/front_fr.4.200.jpg	https://static.openfoodfacts.org/images/products/750/101/112/3588/ingredients_fr.7.400.jpg	https://static.openfoodfacts.org/images/products/750/101/112/3588/ingredients_fr.7.200.jpg	https://static.openfoodfacts.org/images/products/750/101/112/3588/nutrition_fr.28.400.jpg	https://static.openfoodfacts.org/images/products/750/101/112/3588/nutrition_fr.28.200.jpg	1880	135	1880		23.3	10															10	3.33																	0	0	53.3	3.33									6.67			6.67				0.567	0.227																																												11								
7501011101456	https://world.openfoodfacts.org/product/7501011101456	openfoodfacts-contributors	1550209303	1587069610	Sabritas Originales	Papas Fritas con Sal	42 g	bolsa metalizada	bolsa-metalizada	Sabritas	sabritas	Botanas, Snacks salados, Aperitivos, Patatas fritas, Chips fritos	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	México	mexico	México	mexico	Papa frita	es:papa-frita	7501011101454	7501011101454			México		México	PAPA, ACEITE VEGETAL CONTIENE TBHQ), SAL YODADA. ELABORADO EN EQUIPOS QUE PROCESAN PRODUCTOS QUE CONTIENEN LECHE, SOYAY TRIGO (GLUTEN). V16	en:gluten,en:milk	en:gluten,en:milk	en:gluten,en:milk	en:gluten,en:milk	30 g	30		0		0			0			3	c		Salty snacks	Appetizers	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:crisps	https://static.openfoodfacts.org/images/products/750/101/110/1456/front_es.5.400.jpg	https://static.openfoodfacts.org/images/products/750/101/110/1456/front_es.5.200.jpg	https://static.openfoodfacts.org/images/products/750/101/110/1456/front_es.5.400.jpg	https://static.openfoodfacts.org/images/products/750/101/110/1456/front_es.5.200.jpg	https://static.openfoodfacts.org/images/products/750/101/110/1456/ingredients_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/101/110/1456/ingredients_es.9.200.jpg	https://static.openfoodfacts.org/images/products/750/101/110/1456/nutrition_es.12.400.jpg	https://static.openfoodfacts.org/images/products/750/101/110/1456/nutrition_es.12.200.jpg		154	644		9.5	4.5																																			15	0									1			2				0.14	0.056	0																																											3								
7501011114524	https://world.openfoodfacts.org/product/7501011114524	openfoodfactsmx4	1546874987	1547219709	Ruffles	Papas Fritas Onduladas con Queso	50 g	Bolsas de plastico	bolsas-de-plastico	Sabritas	sabritas	Botanas, Snacks salados, Aperitivos, Patatas fritas, Chips fritos	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	México	mexico	México	mexico							Walmart	Walmart,Sams Club,Soriana,Bodega Aurrera,La Comer,Oxxo	México	"INGREDIENTES: PAPA, ACEITE VEGETAL (CONTIENE TBHQ), CONDINENTO MALTODEXTRINA, SAL YODADA, ACEITE VEGETAL PARCIALMENTE HIDROGENADO, SÓLIDOS DE LA LECHE, ALMIDÓN, ÁCIDO CITRICO, GLUTAMATO MONOSODICO, SABORIZANTES, CHILE, HARINA DE MAIZ, JARABE DE MAIZ, QUESO (0,17 %), PROTEINA DE SOYA, HIDROLIZADO DE LEVADURA, DIÓXIDO DE SILICIO, ESPECIAS, AMARILLO OCASO FCF, TARTRAZINA, GUANILATO DE SODIO, INOSINATO DE SODIO, GLUCOSA, PROTEÍNA VEGETAL HIDROLIZADA, ACHIOTE, ALMIDON MODIFICADO, ACIDO LÁCTICO."	en:milk	en:milk	en:milk,en:soybeans,es:TRIGO (GLUTEN).	en:milk,en:soybeans,es:trigo-gluten	30 g	30		8	en:e102,en:e14xx,en:e160b,en:e270,en:e330,en:e621,en:e627,en:e631	0			0			22	e	4	Salty snacks	Appetizers	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:crisps	https://static.openfoodfacts.org/images/products/750/101/111/4524/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/101/111/4524/front_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/101/111/4524/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/101/111/4524/front_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/101/111/4524/ingredients_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/101/111/4524/ingredients_es.9.200.jpg	https://static.openfoodfacts.org/images/products/750/101/111/4524/nutrition_es.10.400.jpg	https://static.openfoodfacts.org/images/products/750/101/111/4524/nutrition_es.10.200.jpg	2070		2070		30	13.3																																			50	0									3.33			6.67				2.03	0.813																																												22								
7501011154865	https://world.openfoodfacts.org/product/7501011154865	openfoodfactsmx4	1550680476	1550680818	Paketaxo Botanero	"botanas surtidas: Churrumais, Rodacas Crujitos Flamin’ Hot y Cheetos."	270 g	Bolsa de plástico	bolsa-de-plastico	Sabritas	sabritas	Botanas, Snacks salados, Aperitivos, Patatas fritas, Chips fritos	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	México	mexico	México	mexico							Walmart	Walmart, Sams Club, Soriana, Bodega Aurrera, La Comer, Oxxo	México	"SABRITONES RODACAS FRITURAS DE HARINA DE TRIGO CON SABOR LIMÓN. INGREDIENTES: HARINA DE TRIGO, ACEITE VEGETAL (CONTIENE TBHO), CONDIMENTO MATODETRINA SAL YODADA, ACIDO CITRICO, AZUCAR, ALMIDON MODIFICADO JUGO DE LIMON, SABORIZANTES, ACEITE VEGETAL, TARTRAZINA, ALMIDON, SAL YODADA BICARBONATO DE SODIO, TARTRAZINA, AMARILLO OCASO FCF CRUJITOS FLAMIN HOT FRITURAS DE HARINA DE MAIZ NIXTAMALIZADO CON SABORES DE QUESO, CHILEY LIMON INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO DE GRANO ENTERO (CON GERMEN YCSCARILA (62%), ACEITE VEGETAL(CONTIENE TBH), CONDIMENTO [MALTODENTRINA SAL YODADA, ACIDO CITRICO, AZÚCAR, GLUTAMATO MONOSÓDICO, PROTEINA VEGETAL. HIDROLIZADA DE SOYA, QUESOS, LACA ROJO ALLURA AC, ESPECIAS, DIACETATO DE SODIO SABORIZANTES, ACEITE VEGETAL, CARAMELO CLASE IV, HIDROLIZADO DE LEVADURA DIOXIDO DE SILICIO, SILICATO DE CALCIO, INOSINATO DE SODIO, GUANILATO DE SODIO COMA ARABIGA, ACIDO ACÉTICO, SAL DE MAR. ALMIDÓN MODIFICADO, SOLIDOS LECHE METATO DE SODIO,LACA AMARILLO OCASO FCF,TOCOFEROLES, TARTRAZWA ACAR, BICARBOMATO DE POTASIO, SAL DE MAR, TARTRAZINA, AMARILLO 0CASOFE CONTIENE INGREDIENTES DE LECHEY SOYA. CHURUMAIS FRITURAS DE HARINA DE MAIZ NIXTAMALIZADO CON CHILEY SABOR LIMON INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE OLEORESINA DE PAPRIKA, ACEITE VEGETAL ALMIDÓN MODIFICADO. IUGO DE AMAK CONDIMENTO JCHILES, SAL YODADA, MALTODEXTRINA, ACIDO CÍTRICO, DEXTROSA SABORIZANTES CARAMELO CLASE I, CARAMELO CLASE IV), ACHIOTE CHEETOS POFFS BOTANA DE CREAL DE MAÍZ CON SABORES QUESO Y CHILE REDUCIDA EN GRASAT CEREAL DE MAIZ GRANO ENTERO(CON GERMEN Y CASCARILA CEREAL DE MAIZ, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO (MALTODEXTROSA (QUESO,SOLIDOS DE LA LECHE SAL YODADA. ALMIDÓN DE MAIZ, SABORIZANTE AMARILO OCASO FCF CLUTAMATO MONOSÓDICO, TARTRAZINA POLVO ÁCIDO CÍTRICO, CLORURO DE FOSFATO DE SODIO, FOSFATO DE POTASIO, FOSFATO TRICALCICO, ACIDO LA CTRATO DE SODIO, LECTINA DE SOYA, GUANILATO DE SODIO, INOSINATO DE SO SORBATO DE POTASIO, ACIDO FUMÁRICO, ÁCIDO MÁLICO, MANITOL (02 VE CONDIMENTOJ AMARILLO OCASO FCF."		en:milk			30 g	30		14	en:e102,en:e14xx,en:e150d,en:e260,en:e296,en:e297,en:e307,en:e330,en:e340,en:e421,en:e552,en:e621,en:e627,en:e631	0			0			18	d	4	Salty snacks	Appetizers	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:crisps	https://static.openfoodfacts.org/images/products/750/101/115/4865/front_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/101/115/4865/front_es.9.200.jpg	https://static.openfoodfacts.org/images/products/750/101/115/4865/front_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/101/115/4865/front_es.9.200.jpg	https://static.openfoodfacts.org/images/products/750/101/115/4865/ingredients_es.10.400.jpg	https://static.openfoodfacts.org/images/products/750/101/115/4865/ingredients_es.10.200.jpg	https://static.openfoodfacts.org/images/products/750/101/115/4865/nutrition_es.11.400.jpg	https://static.openfoodfacts.org/images/products/750/101/115/4865/nutrition_es.11.200.jpg	1950		1950		25	8.33																																			53.3	3.33									6.67			6.67				2.52	1.01																																												18								
7501011167735	https://world.openfoodfacts.org/product/7501011167735	openfoodfactsmx4	1550684433	1589137900	Nacho	Totopos de maíz nixtamalizado con chile y sabor queso	245 g	Bolsa de plastico	bolsa-de-plastico	Sabritas,Doritos	sabritas,doritos	Botanas, Snacks salados, Aperitivos, Patatas fritas, Chips fritos, Corn chips	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:corn-chips	México	mexico	México	mexico							Walmart	Walmart,Sams Club,Soriana,Bodega Aurrera,La Comer,Oxxo	Mexico	"MAIZ NIXTAMALIZADO, ACEITE VEGETAL, CONDIMENTO Quesos, Almidón, Sal Yodada, Maltodextrina, Glutamato Monosódico, Especias, Saborizantes, Harina de Arroz, Chiles, Glucosa, Harina de Trigo, AÁcido Citrico, Inosinato de Sodio, Guanilato de Sodio, Aceite de Soya Parcialmente Hidrogenado, Azúcar, Peofaina Vegetal Hidrolizada de Maíz, Amarillo Ocaso FCF, Almidón Modificado, Solidos de la Leche, Tartrazina, Ácido Láctico], ACHIOTE"	en:gluten	en:gluten			30 g	30		7	en:e102,en:e14xx,en:e160b,en:e270,en:e621,en:e627,en:e631	0			0			1	b	4	Salty snacks	Appetizers	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:corn-chips	https://static.openfoodfacts.org/images/products/750/101/116/7735/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/101/116/7735/front_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/101/116/7735/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/101/116/7735/front_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/101/116/7735/ingredients_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/101/116/7735/ingredients_es.9.200.jpg	https://static.openfoodfacts.org/images/products/750/101/116/7735/nutrition_es.10.400.jpg	https://static.openfoodfacts.org/images/products/750/101/116/7735/nutrition_es.10.200.jpg	565		565		7	3																																			16	1									2			2				0.425	0.17																																												1								
7501011143999	https://world.openfoodfacts.org/product/7501011143999	openfoodfactsmx4	1546880888	1547218926	Cheetos Nacho	Botana de cereal sabor queso y chile	52 g	Bolsa de plastico	bolsa-de-plastico	Sabritas	sabritas	Botanas, Snacks salados, Aperitivos, Patatas fritas, Chips fritos	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	México	mexico	México	mexico							Walmart	Walmart,Sams Club,Soriana,Bodega Aurrera,La Comer,Oxxo	México	"CEREAL DE MAIZ, ACEITE GETAL (CONTIENE TBH, CONDIMENTOS MALTODEXTRINA, QUESOS, HARINA TRIGO, SAL YODADA, SABORIZANTE ESPECIAS,SAL DE MAR, GLUTAMA MONOSODICO, AZÚCAR, TOMATE AMARILLO OCASO FCF,GRASA VEGETAL CARAMELO CLASE IV, SÓLIDOS LA LECHE, ACIDO CÍTRICO, PROTENA VEGETAL, ALMIDON MODIFICADO, DIOXIDO DE SILICIO, INOSINATO DE SODIO, GUANILATO DE SODIO, SALICATO DE CALCIO, ROJO ALLURA AC, LECHE ENTERA FERMENTADA, FOSFATO DE POTASIO, FOSFATO DE SODIO, FOSFATO TRICALCICO, HIDROLIZADO DE LEVADURA, CULTIVOS LÁCTEOS ENZIMAS,ÁCIDO LÁCTICO, GLUCOSA TRIACETINA, MANTEQUILLA, ÁCIDO UIMARICO, ACIDO MÁLICO, HIDROXIDO DE SODIO, MANITOL (0,002 g / 1009 CONDIMENTO).], AMARILLO OCASO FCF."	en:gluten,en:milk	en:gluten,en:milk	es:LECHE Y TRIGO (GLUTEN).SOYA.	es:leche-y-trigo-gluten-soya	30 g	30		11	en:e102,en:e129,en:e14xx,en:e270,en:e296,en:e330,en:e340,en:e421,en:e524,en:e627,en:e631	0			0			12	d	4	Salty snacks	Appetizers	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:crisps	https://static.openfoodfacts.org/images/products/750/101/114/3999/front_es.7.400.jpg	https://static.openfoodfacts.org/images/products/750/101/114/3999/front_es.7.200.jpg	https://static.openfoodfacts.org/images/products/750/101/114/3999/front_es.7.400.jpg	https://static.openfoodfacts.org/images/products/750/101/114/3999/front_es.7.200.jpg	https://static.openfoodfacts.org/images/products/750/101/114/3999/ingredients_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/101/114/3999/ingredients_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/101/114/3999/nutrition_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/101/114/3999/nutrition_es.9.200.jpg	2250		2250		33.3	5																																			53.3	3.33									3.33			6.67				1.27	0.508																																												12								
7500478007981	https://world.openfoodfacts.org/product/7500478007981	openfoodfactsmx4	1550684193	1550684421	Ruffles Queso	papas fritas onduladas con queso	200 g	Bolsa de plastico	bolsa-de-plastico	Sabritas	sabritas	Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Botanas, Cereales y patatas, Frutas y verduras y sus productos, Snacks salados, Aperitivos, Patatas fritas, Verduras y hortalizas y sus productos, Chips fritos, Patatas, Fritos	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:fruits-and-vegetables-based-foods,en:salty-snacks,en:appetizers,en:chips-and-fries,en:vegetables-based-foods,en:crisps,en:potatoes,en:fried-foods	México	mexico	México	mexico							Walmart	Walmart, Bodega Aurrera, Soriana, Oxxo	México	"PAPA, ACEITE VEGETAL CONTIENE TBHQ), CONDIMENTO MALTODEXTRINA, SAL YODADA. SUERO DE LECHE, ACEITE VEGETAL, ACIDO CITRICO, GLUTAMATO MONOSÓDICO GRASA VEGETAL SABORIZANTES (CONTIENEN INGREDIENTES DE GLUTEN (CEBADA)), CHILE, ALMIDON MODIFICADO, HARINA DE MAIZ, JARABE DE MAIZ QUESO (0,2%), HIDROLIZADO DE LEVADURA, ÁCIDO LÁCTICO, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA Y DE MAÍZ, INOSINATO DE SODIO, ESPECIAS, CLORURO DE POTASIO, CASEINATO DE SODIO, FOSFATO DE SODIO, DIOXIDO DE SILICIO, GUANILATO DE SODIO, LECHE ENTERA FERMENTADA, ACHIOTE, TARTRAZINA, AMARILLO OCASO FCF, FOSFATO DE POTASIO SILICATO DE CALCIO, CONCENTRADO DE PROTEINA LÁCTEA ACIDO FUMÁRICO, ACIDO MÁLICO, FOSFATO TRICALCICO, MANITOL (0,0004g EN 100 g DE PRODUCTO BENZOATO DE SODIO)"		en:gluten			30 g	30		9	en:e102,en:e14xx,en:e160b,en:e270,en:e296,en:e330,en:e421,en:e627,en:e631	0			0			9	c	4	Cereals and potatoes	Potatoes	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:fried-foods	https://static.openfoodfacts.org/images/products/750/047/800/7981/front_es.7.400.jpg	https://static.openfoodfacts.org/images/products/750/047/800/7981/front_es.7.200.jpg	https://static.openfoodfacts.org/images/products/750/047/800/7981/front_es.7.400.jpg	https://static.openfoodfacts.org/images/products/750/047/800/7981/front_es.7.200.jpg	https://static.openfoodfacts.org/images/products/750/047/800/7981/ingredients_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/047/800/7981/ingredients_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/047/800/7981/nutrition_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/047/800/7981/nutrition_es.9.200.jpg	2010		2010		28.3	13.3																																			50	0									3.33			6.67				1.52	0.61																																												9								
7500478012114	https://world.openfoodfacts.org/product/7500478012114	openfoodfactsmx4	1550852375	1568881763	Doritos ADN Flamin Hot	Totopos de maiz nixtamalizado sabores queso, chile y limón	245 g	Bolsa de plastico	bolsa-de-plastico	Sabritas, Doritos	sabritas,doritos	Botanas, Snacks salados	en:snacks,en:salty-snacks	México	mexico	México	mexico							Walmart	Walmart, Sams Club, Soriana, Bodega Aurrera, La Comer, Oxxo	México, en:france	Maíz nixtamalizado, aceite vegetal (contiene tbhq), condimento [maltodextrina, sal yodada, ácido cítrico glutamato monosódico, azúcar, saborizantes (contiene gluten (cebada)), proteína vegetal hidrolizada de soya y de maíz, cloruro de potasio, diacetato de sodio, rojo allura ac, quesos, bicarbonato de sodio, ácido fumárico, especias, ácido málico, estearato de calcio, aceite vegetal, almidón modificado, goma arábiga, ácido acético, dióxido de silicio, guanilato de sodio, inosinato de sodio, amarillo ocaso fcf, sólidos de jugo de limón, fosfato de potasio, tartrazina, caramelo clase iv, bht, hidrolizado de levadura, manitol (0,001 g/100 g en condimento).], achiote.		en:gluten,en:milk	en:gluten,en:milk,en:soybeans	en:gluten,en:milk,en:soybeans	30 g	30		16	en:e102,en:e129,en:e14xx,en:e150d,en:e160b,en:e260,en:e262,en:e262ii,en:e296,en:e297,en:e321,en:e340,en:e414,en:e421,en:e500,en:e500ii,en:e627,en:e631	0			0			19	e	4	unknown	unknown	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:salty-snacks	https://static.openfoodfacts.org/images/products/750/047/801/2114/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/047/801/2114/front_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/047/801/2114/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/047/801/2114/front_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/047/801/2114/ingredients_es.10.400.jpg	https://static.openfoodfacts.org/images/products/750/047/801/2114/ingredients_es.10.200.jpg	https://static.openfoodfacts.org/images/products/750/047/801/2114/nutrition_es.11.400.jpg	https://static.openfoodfacts.org/images/products/750/047/801/2114/nutrition_es.11.200.jpg	1940		1940		23.3	10																																			56.7	0									6.67			6.67				2.46	0.982																																												19								
2016181170201	https://world.openfoodfacts.org/product/2016181170201	openfoodfacts-contributors	1425080633	1559446662	Papas Sabritas sabor limón	Papas fritas sabor limón	45 g	5 PP,bag	5-pp,bag	Sabritas,Pepsico	sabritas,pepsico	Botanas, Snacks salados, Aperitivos, Patatas fritas, Chips fritos	en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps	Mexico	mexico	Mexico City,Mexico	mexico-city,mexico	"Hecho con Papa 100 % natural"	es:hecho-con-papa-100-natural							México	Papa natural, aceite vegetal, condimento (Maltodextrina, sal yodada, ácido cítrico, azúcar, saborizantes sabor limón, dextrosa, ácido láctico, inosinato de sodio, guanilato de sodio)			en:gluten,en:milk,en:soybeans	en:gluten,en:milk,en:soybeans	45 g	45		4	en:e270,en:e330,en:e627,en:e631	0			0			19	e	4	Salty snacks	Appetizers	en:to-be-checked, en:complete, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-validated, en:photos-uploaded		en:crisps	https://static.openfoodfacts.org/images/products/201/618/117/0201/front_es.21.400.jpg	https://static.openfoodfacts.org/images/products/201/618/117/0201/front_es.21.200.jpg	https://static.openfoodfacts.org/images/products/201/618/117/0201/front_es.21.400.jpg	https://static.openfoodfacts.org/images/products/201/618/117/0201/front_es.21.200.jpg	https://static.openfoodfacts.org/images/products/201/618/117/0201/ingredients_es.14.400.jpg	https://static.openfoodfacts.org/images/products/201/618/117/0201/ingredients_es.14.200.jpg	https://static.openfoodfacts.org/images/products/201/618/117/0201/nutrition_es.6.400.jpg	https://static.openfoodfacts.org/images/products/201/618/117/0201/nutrition_es.6.200.jpg	2180		2180		33.3	15.6															13.3	3.33																	0	0	51.1	0									4.44			4.44				1.69	0.677							0.024																																					19								
7501011151079	https://world.openfoodfacts.org/product/7501011151079	openfoodfactsmx4	1546874450	1548167787	Chicharrón	Chicharrón de Cerdo	30 g	Bolsa de plastico	bolsa-de-plastico	Sabritas	sabritas	Botanas, Snacks salados, Alimentos de origen animal, Chicharrón	en:snacks,en:salty-snacks,es:alimentos-de-origen-animal,es:chicharron	México	mexico	México	mexico							Walmart	Walmart,Sams Club,Soriana,Bodega Aurrera,La Comer,Oxxo	México	Cuero de cerdo, aceite vegetal y sal.			en:milk,es:Soya y trigo (gluten)	en:milk,es:soya-y-trigo-gluten	30 g	30		0		0			0			26	e	3	unknown	unknown	en:to-be-completed, en:nutrition-facts-completed, en:ingredients-completed, en:expiration-date-to-be-completed, en:packaging-code-to-be-completed, en:characteristics-completed, en:categories-completed, en:brands-completed, en:packaging-completed, en:quantity-completed, en:product-name-completed, en:photos-to-be-validated, en:photos-uploaded		es:chicharron	https://static.openfoodfacts.org/images/products/750/101/115/1079/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/101/115/1079/front_es.8.200.jpg	https://static.openfoodfacts.org/images/products/750/101/115/1079/front_es.8.400.jpg	https://static.openfoodfacts.org/images/products/750/101/115/1079/front_es.8.200.jpg			https://static.openfoodfacts.org/images/products/750/101/115/1079/nutrition_es.9.400.jpg	https://static.openfoodfacts.org/images/products/750/101/115/1079/nutrition_es.9.200.jpg	2320		2320		36.7	15																																			0	0									0			56.7				4.4	1.76																																												26								
